Date,RegionName,State,Metro,County,City,SizeRank,Zri,MoM,QoQ,YoY,ZriRecordCnt
2/28/19,10025,NY,New York-Newark-Jersey City,New York County,New York,0,3583,0.00617804,0.030486051,0.02635348,22563
2/28/19,60657,IL,Chicago-Naperville-Elgin,Cook County,Chicago,1,1898,0,0.030401737,0.036026201,32530
2/28/19,10023,NY,New York-Newark-Jersey City,New York County,New York,2,3997,0.009853461,0.068430901,0.061902232,29247
2/28/19,77494,TX,Houston-The Woodlands-Sugar Land,Harris County,Katy,3,2116,-0.002827521,-0.022181146,-0.033789954,31733
2/28/19,60614,IL,Chicago-Naperville-Elgin,Cook County,Chicago,4,2056,0.002437835,0.03006012,0.012807882,33465
2/28/19,79936,TX,El Paso,El Paso County,El Paso,5,1015,0.003956479,0.018054162,0.020100503,31535
2/28/19,77449,TX,Houston-The Woodlands-Sugar Land,Harris County,Katy,6,1479,0.00339213,0.016494845,0.025658807,31997
2/28/19,77084,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,7,1473,0.002722941,0.013764625,0.022206801,26765
2/28/19,10002,NY,New York-Newark-Jersey City,New York County,New York,8,3826,0.001832941,0.029878869,0.040805223,9248
2/28/19,10467,NY,New York-Newark-Jersey City,Bronx County,New York,9,1876,0.005898123,0.03190319,0.04454343,7574
2/28/19,60640,IL,Chicago-Naperville-Elgin,Cook County,Chicago,10,1618,-0.002466091,0.005593536,0.020820189,22637
2/28/19,11226,NY,New York-Newark-Jersey City,Kings County,New York,11,2232,-0.000447828,0.012244898,-0.023622047,11209
2/28/19,94109,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,12,4461,-0.000224115,0.009961512,0.014786169,9585
2/28/19,10016,NY,New York-Newark-Jersey City,New York County,New York,13,3782,-0.00026434,0.019407008,0.03929651,27061
2/28/19,37013,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,Nashville,14,1501,0.00200267,0.009414929,0.034458994,22729
2/28/19,78660,TX,Austin-Round Rock,Travis County,Pflugerville,15,1644,0.000608643,0.006736069,0.014814815,23332
2/28/19,11375,NY,New York-Newark-Jersey City,Queens County,New York,16,2205,0,0.017066421,0.037158984,22764
2/28/19,11235,NY,New York-Newark-Jersey City,Kings County,New York,17,2195,-0.000455373,0.000455789,-0.034315882,17282
2/28/19,60647,IL,Chicago-Naperville-Elgin,Cook County,Chicago,18,1820,-0.000549149,0.018466704,0.028248588,20342
2/28/19,90250,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Hawthorne,19,2778,0.003250271,0.021323529,0.03618053,14888
2/28/19,37211,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,Nashville,20,1552,0.001290323,0.005832793,0.009102731,20530
2/28/19,10029,NY,New York-Newark-Jersey City,New York County,New York,21,2900,-0.00172117,0.012569832,-0.019276294,5819
2/28/19,10009,NY,New York-Newark-Jersey City,New York County,New York,22,3872,-0.000258198,0.036125234,0.033635878,9370
2/28/19,60618,IL,Chicago-Naperville-Elgin,Cook County,Chicago,23,1853,0.001621622,0.028872848,0.026592798,20898
2/28/19,10011,NY,New York-Newark-Jersey City,New York County,New York,24,4377,0.004359798,0.059037019,0.033042247,21685
2/28/19,77573,TX,Houston-The Woodlands-Sugar Land,Galveston County,League City,25,1961,0.000510204,0.005125577,-0.009095503,26037
2/28/19,77584,TX,Houston-The Woodlands-Sugar Land,Brazoria County,Pearland,26,1886,0.002658161,0.012345679,0.000530504,22788
2/28/19,10128,NY,New York-Newark-Jersey City,New York County,New York,27,3347,-0.000597193,0.018563603,0.007222389,22985
2/28/19,11201,NY,New York-Newark-Jersey City,Kings County,New York,28,3036,0.003636364,0.04294057,0.04186685,21266
2/28/19,20002,DC,Washington-Arlington-Alexandria,District of Columbia,Washington,29,2653,0.000754432,0.030691531,0.019992311,18718
2/28/19,78130,TX,San Antonio-New Braunfels,Comal County,New Braunfels,30,1485,0.002024291,0.017820425,0.024137931,21861
2/28/19,28269,NC,Charlotte-Concord-Gastonia,Mecklenburg County,Charlotte,31,1402,0.00286123,0.020378457,0.038518519,26248
2/28/19,78613,TX,Austin-Round Rock,Williamson County,Cedar Park,32,1728,0.000579039,0.005820722,0.016470588,23786
2/28/19,78572,TX,McAllen-Edinburg-Mission,Hidalgo County,Mission,33,1071,-0.007414272,-0.000932836,0.028818444,20107
2/28/19,94565,CA,San Francisco-Oakland-Hayward,Contra Costa County,Pittsburg,34,2325,0.007365685,0.037946429,0.041200179,22287
2/28/19,79912,TX,El Paso,El Paso County,El Paso,35,1269,0.004750594,0.037612428,0.045304778,20982
2/28/19,30349,GA,Atlanta-Sandy Springs-Roswell,Clayton County,Riverdale,36,1195,0.004201681,0.026632302,0.045494313,24020
2/28/19,90046,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,37,3933,-0.00253614,0.00949692,0.02368558,11104
2/28/19,20009,DC,Washington-Arlington-Alexandria,District of Columbia,Washington,38,2582,0.001163242,0.012152097,-0.028958255,16097
2/28/19,75052,TX,Dallas-Fort Worth-Arlington,Dallas County,Grand Prairie,39,1620,0.003095975,0.014402004,0.021437579,25215
2/28/19,37042,TN,Clarksville,Montgomery County,Clarksville,40,961,0.006282723,0.016931217,0.020169851,26354
2/28/19,77433,TX,Houston-The Woodlands-Sugar Land,Harris County,Cypress,41,1783,-0.000560538,-0.004466778,0.01943968,25016
2/28/19,73099,OK,Oklahoma City,Canadian County,Yukon,42,1262,0.00317965,0.012841091,0.020210186,25773
2/28/19,10462,NY,New York-Newark-Jersey City,Bronx County,New York,43,1780,0.005081875,0.075528701,0.069711538,18784
2/28/19,10456,NY,New York-Newark-Jersey City,Bronx County,New York,44,2071,0.009259259,0.059335038,0.092299578,3386
2/28/19,11206,NY,New York-Newark-Jersey City,Kings County,New York,45,2570,-0.000777605,0.019436731,-0.003103181,9003
2/28/19,77429,TX,Houston-The Woodlands-Sugar Land,Harris County,Cypress,46,1786,0.001121076,0.011325028,0.020571429,25928
2/28/19,10003,NY,New York-Newark-Jersey City,New York County,New York,47,4209,0.004534606,0.05225,0.031617647,20773
2/28/19,77479,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,Sugar Land,48,2310,-0.001728608,0.003911343,0.006974717,26650
2/28/19,30044,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,Lawrenceville,49,1431,0.006329114,0.02360515,0.053755523,23943
2/28/19,63376,MO,St. Louis,Saint Charles County,Saint Peters,50,1486,-0.001344086,0.000673401,0.032661571,27618
2/28/19,60613,IL,Chicago-Naperville-Elgin,Cook County,Chicago,51,1671,-0.004171633,0.009057971,0.022018349,25631
2/28/19,77036,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,52,1341,-0.000745156,0.021325209,0.037925697,10568
2/28/19,10463,NY,New York-Newark-Jersey City,Bronx County,New York,53,1959,0.001533742,0.02084419,-0.001529052,7653
2/28/19,30043,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,Lawrenceville,54,1551,0.00258565,0.022412657,0.038847957,24497
2/28/19,11212,NY,New York-Newark-Jersey City,Kings County,New York,55,2239,0.002238138,0.019581056,0.020510483,6042
2/28/19,11230,NY,New York-Newark-Jersey City,Kings County,New York,56,2212,0.002265519,0.016544118,-0.021238938,12110
2/28/19,60625,IL,Chicago-Naperville-Elgin,Cook County,Chicago,57,1661,-0.000601685,0.019018405,0.027210884,16952
2/28/19,11209,NY,New York-Newark-Jersey City,Kings County,New York,58,2281,0.001316945,0.025629496,-0.01426102,16061
2/28/19,60629,IL,Chicago-Naperville-Elgin,Cook County,Chicago,59,1498,0.003348962,0.028140014,0.041000695,20857
2/28/19,28277,NC,Charlotte-Concord-Gastonia,Mecklenburg County,Charlotte,60,1822,-0.003827228,-0.008705114,0,24014
2/28/19,7030,NJ,New York-Newark-Jersey City,Hudson County,Hoboken,61,2697,0,-0.006263817,-0.017844137,22459
2/28/19,78245,TX,San Antonio-New Braunfels,Bexar County,San Antonio,62,1307,0.003069839,0.011609907,0.013178295,20665
2/28/19,75287,TX,Dallas-Fort Worth-Arlington,Dallas County,Dallas,63,1988,-0.000502765,0.005055612,-0.013888889,6831
2/28/19,78704,TX,Austin-Round Rock,Travis County,Austin,64,2138,0.006591337,0.038872692,0.016159696,14169
2/28/19,85032,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Phoenix,65,1458,0.004824259,0.03772242,0.065010957,21678
2/28/19,10024,NY,New York-Newark-Jersey City,New York County,New York,66,4202,0.013018322,0.071665391,0.080761317,19427
2/28/19,60610,IL,Chicago-Naperville-Elgin,Cook County,Chicago,67,1913,0.002095338,0.045355191,0.051098901,28686
2/28/19,11221,NY,New York-Newark-Jersey City,Kings County,New York,68,2456,0.002039984,0.032366541,0.007796471,14696
2/28/19,33160,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,Sunny Isles Beach,69,2188,0.003669725,0.010156971,-0.007259528,47888
2/28/19,23464,VA,Virginia Beach-Norfolk-Newport News,Virginia Beach City,Virginia Beach,70,1579,0,0.012828736,0.020685197,24731
2/28/19,77077,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,71,2021,-0.003451677,-0.008827857,-0.011252446,12590
2/28/19,30096,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,Duluth,72,1517,0.005301524,0.033378747,0.052011096,15488
2/28/19,21234,MD,Baltimore-Columbia-Towson,Baltimore County,Parkville,73,1648,0.001823708,0.004878049,0.014778325,21974
2/28/19,75243,TX,Dallas-Fort Worth-Arlington,Dallas County,Dallas,74,1535,0.00065189,0.020611702,0.026755853,11403
2/28/19,98052,WA,Seattle-Tacoma-Bellevue,King County,Redmond,75,2595,0.000385505,0.001157407,-0.001923077,19798
2/28/19,11214,NY,New York-Newark-Jersey City,Kings County,New York,76,2174,0.001843318,0.024505184,0.002767528,12270
2/28/19,78521,TX,Brownsville-Harlingen,Cameron County,Brownsville,77,855,0.00117096,0.003521127,0.008254717,21537
2/28/19,94501,CA,San Francisco-Oakland-Hayward,Alameda County,Alameda,78,3327,0.001806685,0.011246201,0.00331725,15147
2/28/19,77379,TX,Houston-The Woodlands-Sugar Land,Harris County,Spring,79,1858,0,0.004324324,0.008138904,25086
2/28/19,8701,NJ,New York-Newark-Jersey City,Ocean County,Lakewood,80,1896,0.005302227,0.022102426,0.007438895,21470
2/28/19,10019,NY,New York-Newark-Jersey City,New York County,New York,81,3922,0.003582395,0.048382785,0.043085106,20839
2/28/19,11207,NY,New York-Newark-Jersey City,Kings County,New York,82,2263,0.001770695,0.021209386,0.02351877,12732
2/28/19,78666,TX,Austin-Round Rock,Hays County,San Marcos,83,1436,-0.000695894,0.00489853,0.036823105,11759
2/28/19,30024,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,Suwanee,84,1907,0.003684211,0.014361702,0.010063559,22848
2/28/19,11229,NY,New York-Newark-Jersey City,Kings County,New York,85,2233,0.002244165,0.025723473,-0.007114273,15693
2/28/19,33411,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,Royal Palm Beach,86,1987,0.005058169,0.021068859,0.024755028,30510
2/28/19,78745,TX,Austin-Round Rock,Travis County,Austin,87,1679,0.00238806,0.017575758,0.022533496,17391
2/28/19,60619,IL,Chicago-Naperville-Elgin,Cook County,Chicago,88,1411,0,0.025436047,0.04985119,16449
2/28/19,94110,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,89,4907,0.006151323,0.046268657,0.038738357,13472
2/28/19,33025,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,Miramar,90,1700,0.001177856,0.012507445,0.027811366,25195
2/28/19,90034,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,91,3515,0.000284576,0.023885814,0.010057471,8254
2/28/19,33139,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,Miami Beach,92,2064,0.004379562,0.022794846,-0.002416626,33391
2/28/19,44107,OH,Cleveland-Elyria,Cuyahoga County,Lakewood,93,1238,-0.001612903,0.008143322,0.033388982,15245
2/28/19,28027,NC,Charlotte-Concord-Gastonia,Cabarrus County,Concord,94,1431,0.004210526,0.02360515,0.025071633,21546
2/28/19,75067,TX,Dallas-Fort Worth-Arlington,Denton County,Lewisville,95,1690,0.000592066,0.015015015,0.025485437,12157
2/28/19,23462,VA,Virginia Beach-Norfolk-Newport News,Virginia Beach City,Virginia Beach,96,1346,0.002233805,0.015849057,0.031417625,21986
2/28/19,11377,NY,New York-Newark-Jersey City,Queens County,New York,97,2232,-0.000895255,0.009497965,0.015468608,11997
2/28/19,2169,MA,Boston-Cambridge-Newton,Norfolk County,Quincy,98,2335,-0.001710133,0.004733219,0.044742729,15016
2/28/19,48197,MI,Ann Arbor,Washtenaw County,Ypsilanti,99,1669,-0.002986858,-0.036930179,0.018303844,16826
2/28/19,66062,KS,Kansas City,Johnson County,Olathe,100,1754,-0.006795017,-0.006795017,0.006888634,23673
2/28/19,44035,OH,Cleveland-Elyria,Lorain County,Elyria,101,886,0.007963595,0.039906103,0.054761905,21015
2/28/19,90044,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,102,2496,0.006045949,0.038701623,0.051833123,13562
2/28/19,95630,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Folsom,103,2335,0.002576213,0.029541446,0.047085202,22062
2/28/19,90805,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Long Beach,104,2382,0.004215852,0.034303083,0.041083916,15503
2/28/19,90650,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Norwalk,105,2432,0.004543577,0.029200169,0.042881647,22065
2/28/19,85710,AZ,Tucson,Pima County,Tucson,106,1181,0.006820119,0.026956522,0.050711744,17349
2/28/19,60611,IL,Chicago-Naperville-Elgin,Cook County,Chicago,107,1975,0.005600815,0.048301486,0.049973418,30935
2/28/19,92683,CA,Los Angeles-Long Beach-Anaheim,Orange County,Westminster,108,2917,0.004130809,0.01993007,0.034397163,18101
2/28/19,11234,NY,New York-Newark-Jersey City,Kings County,New York,109,2289,0.004828797,0.03762466,0.023703041,21336
2/28/19,19143,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,110,1161,0.00432526,0.022907489,0.052583862,23089
2/28/19,11355,NY,New York-Newark-Jersey City,Queens County,New York,111,2248,0.000890472,0.010337079,0.019501134,14014
2/28/19,60617,IL,Chicago-Naperville-Elgin,Cook County,Chicago,112,1400,0.001430615,0.023391813,0.044776119,20725
2/28/19,37075,TN,Nashville-Davidson--Murfreesboro--Franklin,Sumner County,Hendersonville,113,1704,0.004124926,0.007687759,0.013682332,22664
2/28/19,10314,NY,New York-Newark-Jersey City,Richmond County,New York,114,2164,0.002780352,0.014058107,0.006511628,24984
2/28/19,30281,GA,Atlanta-Sandy Springs-Roswell,Henry County,Stockbridge,115,1304,0.004622496,0.01875,0.046548957,20775
2/28/19,11211,NY,New York-Newark-Jersey City,Kings County,New York,116,2766,0.000723589,0.013929619,-0.011083304,12981
2/28/19,11215,NY,New York-Newark-Jersey City,Kings County,New York,117,2729,-0.001098097,0.022863568,0.006268437,21015
2/28/19,90026,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,118,2933,0.002735043,0.022663877,0.010334137,9699
2/28/19,32210,FL,Jacksonville,Duval County,Jacksonville,119,1117,0.006306306,0.040037244,0.082364341,19998
2/28/19,94558,CA,Napa,Napa County,Napa,120,2990,0.00033456,0.020477816,0.053558844,16689
2/28/19,85225,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Chandler,121,1431,0.005621926,0.041484716,0.06394052,20104
2/28/19,80134,CO,Denver-Aurora-Lakewood,Douglas County,Parker,122,2398,-0.001665279,-0.010726073,0.005872483,21399
2/28/19,87114,NM,Albuquerque,Bernalillo County,Albuquerque,123,1301,0.000769231,0.006187162,0.009309542,20748
2/28/19,91910,CA,San Diego-Carlsbad,San Diego County,Chula Vista,124,2502,0.003207698,0.01997554,0.033884298,16360
2/28/19,6010,CT,Hartford-West Hartford-East Hartford,Hartford County,Bristol,125,1438,-0.000694927,0.013389711,-0.002081888,19887
2/28/19,93722,CA,Fresno,Fresno County,Fresno,126,1387,0.00216763,0.017608217,0.035847647,20331
2/28/19,78240,TX,San Antonio-New Braunfels,Bexar County,San Antonio,127,1378,0.002911208,0.020740741,0.023774146,12150
2/28/19,43081,OH,Columbus,Franklin County,Westerville,128,1555,-0.003205128,0.00974026,0.052809749,20742
2/28/19,17603,PA,Lancaster,Lancaster County,Lancaster,129,1198,0.00251046,0.024807528,0.042645779,19121
2/28/19,89108,NV,Las Vegas-Henderson-Paradise,Clark County,Las Vegas,130,1239,0.006498781,0.03078203,0.05988024,19626
2/28/19,85308,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Glendale,131,1530,0.00591716,0.043656207,0.057360055,21861
2/28/19,85281,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Tempe,132,1405,0.005726557,0.045386905,0.053223388,13224
2/28/19,87111,NM,Albuquerque,Bernalillo County,Albuquerque,133,1394,0,0,0.028023599,18875
2/28/19,48180,MI,Detroit-Warren-Dearborn,Wayne County,Taylor,134,994,0.002016129,0.011190234,-0.003009027,21814
2/28/19,34787,FL,Orlando-Kissimmee-Sanford,Orange County,Winter Garden,135,1754,0.004581901,0.029947152,0.065613609,17536
2/28/19,97229,OR,Portland-Vancouver-Hillsboro,Multnomah County,Portland,136,2301,0.0021777,0.027232143,0.027690933,20722
2/28/19,94533,CA,Vallejo-Fairfield,Solano County,Fairfield,137,2082,0.007744434,0.046757164,0.074858028,18108
2/28/19,76063,TX,Dallas-Fort Worth-Arlington,Tarrant County,Mansfield,138,1886,0.007478632,0.032858708,0.021115322,18971
2/28/19,15601,PA,Pittsburgh,Westmoreland County,Greensburg,139,966,-0.005149331,-0.01529052,0.004158004,19329
2/28/19,77459,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,Missouri City,140,1837,0.002182215,0.013796909,-0.005414185,22610
2/28/19,91709,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Chino Hills,141,3069,0.000978474,0.000652103,0.016225166,21214
2/28/19,43055,OH,Columbus,Licking County,Newark,142,938,0.001067236,-0.010548523,0.104829211,20761
2/28/19,95608,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Carmichael,143,1895,0.004239534,0.024324324,0.031573217,18378
2/28/19,79938,TX,El Paso,El Paso County,El Paso,144,1110,0.004524887,0.011850501,0.010928962,20739
2/28/19,85364,AZ,Yuma,Yuma County,Yuma,145,891,0.006779661,0.014806378,0.019450801,17705
2/28/19,44060,OH,Cleveland-Elyria,Lake County,Mentor,146,1302,0,0.00618238,0.00462963,24795
2/28/19,11238,NY,New York-Newark-Jersey City,Kings County,New York,147,2730,0.000733138,0.026701768,0.016002977,13094
2/28/19,43123,OH,Columbus,Franklin County,Grove City,148,1399,0.001431639,0.00647482,0.015239478,21884
2/28/19,78577,TX,McAllen-Edinburg-Mission,Hidalgo County,Pharr,149,941,0.008574491,0.045555556,0.056116723,16107
2/28/19,80013,CO,Denver-Aurora-Lakewood,Arapahoe County,Aurora,150,1969,0.002035623,0.013903193,0.042902542,23730
2/28/19,33024,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,Pembroke Pines,151,1844,0.002173913,0.017098731,0.030167598,25577
2/28/19,33908,FL,Cape Coral-Fort Myers,Lee County,Fort Myers,152,1937,0.010960334,0.032515991,0.053289831,23243
2/28/19,11385,NY,New York-Newark-Jersey City,Queens County,New York,153,2222,0.00135196,0.004520796,0.013686131,14730
2/28/19,75056,TX,Dallas-Fort Worth-Arlington,Denton County,The Colony,154,1798,0.000556483,0.010680157,0.013528749,16075
2/28/19,98012,WA,Seattle-Tacoma-Bellevue,Snohomish County,Bothell,155,2376,0.002531646,0.023696682,0.027681661,20532
2/28/19,90066,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,156,4356,0.003224321,0.024941176,0.031982942,13026
2/28/19,20906,MD,Washington-Arlington-Alexandria,Montgomery County,Silver Spring,157,2044,0,0.028686462,0.039145907,22487
2/28/19,76028,TX,Dallas-Fort Worth-Arlington,Johnson County,Burleson,158,1593,0.000628141,0.017241379,0.028405423,21516
2/28/19,14850,NY,Ithaca,Tompkins County,Ithaca,159,1797,-0.004983389,-0.036977492,-0.017495899,12459
2/28/19,33647,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,Tampa,160,1761,0.003418803,0.025029104,0.039551358,21129
2/28/19,92677,CA,Los Angeles-Long Beach-Anaheim,Orange County,Laguna Niguel,161,3383,0.000887574,0.004453682,0.023290986,24356
2/28/19,30040,GA,Atlanta-Sandy Springs-Roswell,Forsyth County,Cumming,162,1699,0.001768868,0.001768868,0.011911852,19954
2/28/19,27587,NC,Raleigh,Wake County,Wake Forest,163,1628,-0.000613874,-0.001226994,-0.000613874,22303
2/28/19,44256,OH,Cleveland-Elyria,Medina County,Medina,164,1577,0.001905972,0.040237467,0.024691358,21353
2/28/19,2148,MA,Boston-Cambridge-Newton,Middlesex County,Malden,165,2223,-0.000898876,0.020661157,0.01183432,13865
2/28/19,65807,MO,Springfield,Greene County,Springfield,166,854,0.002347418,0.0215311,0.040194884,16909
2/28/19,60620,IL,Chicago-Naperville-Elgin,Cook County,Chicago,167,1424,0.002111189,0.01932713,0.044754219,16446
2/28/19,11373,NY,New York-Newark-Jersey City,Queens County,New York,168,2222,0.000450248,0.004520796,0.018798716,12820
2/28/19,95823,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,169,1613,0.004358655,0.031989763,0.048083171,16527
2/28/19,6902,CT,Bridgeport-Stamford-Norwalk,Fairfield County,Stamford,170,2304,-0.003891051,0.006113537,0.036437247,15621
2/28/19,92336,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Fontana,171,2289,0.004828797,0.017785683,0.037154508,23478
2/28/19,45011,OH,Cincinnati,Butler County,Hamilton,172,1529,0.001309758,0.01459854,0.023427041,22410
2/28/19,77845,TX,College Station-Bryan,Brazos County,College Station,173,1645,0.004886988,-0.028352038,-0.016148325,18781
2/28/19,47906,IN,Lafayette-West Lafayette,Tippecanoe County,West Lafayette,174,1363,0.004421518,0.049268668,0.039664378,12825
2/28/19,27410,NC,Greensboro-High Point,Guilford County,Greensboro,175,1457,0.004827586,0.023893183,0.024613221,19380
2/28/19,30318,GA,Atlanta-Sandy Springs-Roswell,Fulton County,Atlanta,176,1461,0.002057613,0.042826552,0.089485459,15870
2/28/19,65203,MO,Columbia,Boone County,Columbia,177,1258,0.003990423,0.027777778,-0.001587302,19675
2/28/19,30188,GA,Atlanta-Sandy Springs-Roswell,Cherokee County,Woodstock,178,1533,0.004587156,0.032323232,0.044277929,23137
2/28/19,92345,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Hesperia,179,1379,0.004369993,0.019216556,0.031413613,21590
2/28/19,10028,NY,New York-Newark-Jersey City,New York County,New York,180,3426,0,0.016617211,0.018127786,18072
2/28/19,89121,NV,Las Vegas-Henderson-Paradise,Clark County,Las Vegas,181,1275,0.004728132,0.033225284,0.06427379,17100
2/28/19,46307,IN,Chicago-Naperville-Elgin,Lake County,Crown Point,182,1494,0.004707465,0.001340483,-0.015161503,29138
2/28/19,7302,NJ,New York-Newark-Jersey City,Hudson County,Jersey City,183,2593,-0.000385505,0.006599379,0.001544998,17245
2/28/19,92804,CA,Los Angeles-Long Beach-Anaheim,Orange County,Anaheim,184,2735,0.003301541,0.024344569,0.034808929,14541
2/28/19,8753,NJ,New York-Newark-Jersey City,Ocean County,Toms River,185,1903,0.004221636,0.025876011,-0.005227392,24426
2/28/19,77450,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,Cinco Ranch,186,1870,-0.002134472,-0.010058232,-0.029579657,20357
2/28/19,99301,WA,Kennewick-Richland,Franklin County,Pasco,187,1359,0.00295203,0.009658247,0.013422819,19465
2/28/19,60634,IL,Chicago-Naperville-Elgin,Cook County,Chicago,188,1873,0.000534188,0.029686641,0.054023635,20403
2/28/19,92126,CA,San Diego-Carlsbad,San Diego County,San Diego,189,2607,0.002692308,0.022352941,0.043217287,19533
2/28/19,27406,NC,Greensboro-High Point,Guilford County,Greensboro,190,949,0.00529661,0.031521739,0.061521253,21873
2/28/19,75228,TX,Dallas-Fort Worth-Arlington,Dallas County,Dallas,191,1446,0.002079002,0.016877637,0.012605042,15277
2/28/19,92503,CA,Riverside-San Bernardino-Ontario,Riverside County,Riverside,192,2024,0.005964215,0.030025445,0.064143007,19536
2/28/19,33009,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,Hallandale,193,1679,0.004787552,0.017575758,0.039628483,35719
2/28/19,43130,OH,Columbus,Fairfield County,Lancaster,194,1079,0.007469655,0.031548757,0.031548757,19286
2/28/19,20011,DC,Washington-Arlington-Alexandria,District of Columbia,Washington,195,2727,0.001101322,0.02518797,0.048039969,17119
2/28/19,98103,WA,Seattle-Tacoma-Bellevue,King County,Seattle,196,2585,-0.003853565,-0.001544998,-0.011472275,17669
2/28/19,76244,TX,Dallas-Fort Worth-Arlington,Tarrant County,Fort Worth,197,1796,0.002232143,0.01814059,0.022779043,20188
2/28/19,29732,SC,Charlotte-Concord-Gastonia,York County,Rock Hill,198,1378,0.007309942,0.043149129,0.03375844,19635
2/28/19,90019,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,199,3271,-0.00061106,0.028616352,0.02829299,9766
2/28/19,11233,NY,New York-Newark-Jersey City,Kings County,New York,200,2335,0.002145923,0.019205587,0.004733219,10629
2/28/19,27610,NC,Raleigh,Wake County,Raleigh,201,1288,0.000777001,0.018181818,0.03122498,21176
2/28/19,60016,IL,Chicago-Naperville-Elgin,Cook County,Des Plaines,202,1695,0.001181335,0.019855596,0.024788392,22478
2/28/19,91911,CA,San Diego-Carlsbad,San Diego County,Chula Vista,203,2435,0.00370981,0.02699283,0.041488452,15293
2/28/19,78641,TX,Austin-Round Rock,Williamson County,Leander,204,1604,0.0025,0.01905972,0.013265951,17783
2/28/19,77095,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,205,1698,0.000589275,-0.003521127,0,20403
2/28/19,87120,NM,Albuquerque,Bernalillo County,Albuquerque,206,1250,0.001602564,0.008064516,0.017915309,21607
2/28/19,28078,NC,Charlotte-Concord-Gastonia,Mecklenburg County,Huntersville,207,1636,0.000611621,0.015518312,0.008631319,22601
2/28/19,21740,MD,Hagerstown-Martinsburg,Washington County,Hagerstown,208,1110,0.007259528,0.042253521,0.018348624,19886
2/28/19,22191,VA,Washington-Arlington-Alexandria,Prince William County,Woodbridge,209,1860,0.003236246,0.024793388,0.036211699,17471
2/28/19,40475,KY,Richmond-Berea,Madison County,Richmond,210,1118,-0.005338078,-0.013239188,0.020072993,16421
2/28/19,94536,CA,San Francisco-Oakland-Hayward,Alameda County,Fremont,211,3193,0.002826633,0.01980198,0.020453819,19012
2/28/19,34135,FL,Cape Coral-Fort Myers,Lee County,Bonita Springs,212,2208,0.019861432,0.024118738,0.02554575,21678
2/28/19,7002,NJ,New York-Newark-Jersey City,Hudson County,Bayonne,213,1922,-0.001039501,0.016931217,0.016931217,13875
2/28/19,95747,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Roseville,214,2267,0.006213937,0.028117914,0.02998637,20214
2/28/19,23320,VA,Virginia Beach-Norfolk-Newport News,Chesapeake City,Chesapeake,215,1551,0.001291156,0.007142857,0.034689793,19774
2/28/19,90280,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,South Gate,216,2403,0.003759398,0.030004286,0.045691906,14311
2/28/19,46227,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,217,1144,0.000874891,0.012389381,0.006156552,13858
